court_lin_heu_01,behaviour,ID,type,redYN,date,trial,time_of_day,age_male,HC_model_ID,TLC_model_ID,position_HC,position_TLC,light_HC,light_TLC,grayscale_mean_at_visited,light_class_HC,temp,hum,observer,broods,HC_type,exp_line,males_inside,resp_other_males,pref_other_males
1,approach,A18_360,TLCx(TLCxHC),N,2018_08_04,1,34419,16,8,11,6,2,22044.6,99200.7,0.485912534831023,NA,21.413,87.118,Alex,C18_009,NA,line1,24,16,0.8125
0,court_init,A18_360,TLCx(TLCxHC),N,2018_08_04,1,34821,16,8,11,6,2,37200.2,93689.5,0.42500479701911,NA,21.413,87.118,Alex,C18_009,NA,line1,24,16,0.8125
0,approach,A18_360,TLCx(TLCxHC),N,2018_08_04,1,34948,16,8,11,6,2,55111.5,15155.7,0.398739435873862,NA,21.413,87.118,Alex,C18_009,NA,line1,24,16,0.8125
0,approach,A18_360,TLCx(TLCxHC),N,2018_08_04,1,34979,16,8,11,6,2,68889.3,49600.3,0.425448270939542,NA,21.413,87.118,Alex,C18_009,NA,line1,24,16,0.8125
1,approach,A18_355,HC,Y,2018_08_04,1,35080,17,8,11,6,2,68889.3,42711.4,0.469595523289273,sunny,21.413,87.118,Alex,Stock(25),Old_Stock,NA,24,20,0.7
0,approach,A18_354,TLC,N,2018_08_04,1,35228,17,8,11,6,2,88178.4,22044.6,0.429527311396551,sunny,22.705,82.397,Alex,Stock(31),NA,NA,24,17,0.764705882352941
1,court_init,A18_355,HC,Y,2018_08_04,1,35241,17,8,11,6,2,55111.5,18600.1,0.448632005130196,sunny,22.705,82.397,Alex,Stock(25),Old_Stock,NA,24,20,0.7
1,court_init,A18_360,TLCx(TLCxHC),N,2018_08_04,1,35491,16,8,11,6,2,99200.7,30311.3,0.465810706123993,NA,22.705,82.397,Alex,C18_009,NA,line1,24,16,0.8125
0,approach,A18_354,TLC,N,2018_08_04,1,35543,17,8,11,6,2,9644.5,49600.3,0.434225519273861,sunny,22.705,82.397,Alex,Stock(31),NA,NA,24,17,0.764705882352941
1,approach,A18_396,HCx(TLCxHC),Y,2018_08_04,1,35549,13,8,11,6,2,12400.1,49600.3,0.469319391554193,NA,22.705,82.397,Alex,C18_008,NA,line1,24,21,0.714285714285714
1,approach,A18_394,TLCx(TLCxHC),N,2018_08_04,1,35552,13,8,11,6,2,7577.8,37200.2,0.450985522657769,NA,22.705,82.397,Alex,C18_009,NA,line1,24,20,0.7
0,approach,A18_362,HCx(TLCxHC),Y,2018_08_04,1,35951,16,8,11,6,2,57867,63378.2,0.436574782761417,NA,22.705,82.397,Alex,C18_008,NA,line1,24,21,0.761904761904762
1,approach,A18_403,TLC,N,2018_08_04,1,36023,12,8,11,6,2,77156.1,77156.1,0.471905803121822,sunny,22.705,82.397,Alex,Stock(40),NA,NA,24,21,0.714285714285714
1,court_init,A18_361,HCx(TLCxHC),Y,2018_08_04,1,36235,16,8,11,6,2,17911.2,20666.8,0.332523065582767,NA,23.954,70.213,Alex,C18_008,NA,line1,24,21,0.714285714285714
1,court_init,A18_354,TLC,N,2018_08_04,1,36302,17,8,11,6,2,27555.7,28933.5,0.405551982891721,cloudy,23.954,70.213,Alex,Stock(31),NA,NA,24,17,0.764705882352941
1,court_init,A18_381,HCx(TLCxHC),Y,2018_08_04,2,36547,14,8,11,1,5,27555.7,33066.9,0.253490442960767,NA,23.954,70.213,Alex,C18_008,NA,line1,24,87,0.35632183908046
0,court_init,A18_354,TLC,N,2018_08_04,2,36681,17,8,11,1,5,15844.5,17911.2,0.200184274538877,cloudy,23.954,70.213,Alex,Stock(31),NA,NA,24,82,0.390243902439024
0,court_init,A18_404,HC,Y,2018_08_04,2,36689,12,8,11,1,5,13777.9,15844.5,0.195499993227417,cloudy,23.954,70.213,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
0,approach,A18_354,TLC,N,2018_08_04,2,36745,17,8,11,1,5,79911.6,85422.8,0.35691143193423,sunny,23.954,70.213,Alex,Stock(31),NA,NA,24,82,0.390243902439024
1,approach,A18_403,TLC,N,2018_08_04,2,36819,12,8,11,1,5,22044.6,23422.4,0.230435805450047,cloudy,23.954,70.213,Alex,Stock(40),NA,NA,24,92,0.358695652173913
1,sitting,A18_404,HC,Y,2018_08_04,2,36832,12,8,11,1,5,26178,28933.5,0.251169741586162,cloudy,23.954,70.213,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
1,court_init,A18_404,HC,Y,2018_08_04,2,36913,12,8,11,1,5,18600.1,20666.8,0.213319095219133,cloudy,23.954,70.213,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
0,approach,A18_404,HC,Y,2018_08_04,2,36917,12,8,11,1,5,20666.8,23422.4,0.243287993687819,cloudy,23.954,70.213,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
1,approach,A18_404,HC,Y,2018_08_04,2,37048,12,8,11,1,5,28933.5,34444.7,0.260581982060042,cloudy,24.629,67.951,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
1,approach,A18_354,TLC,N,2018_08_04,2,37049,17,8,11,1,5,26178,33066.9,0.253157665856197,cloudy,24.629,67.951,Alex,Stock(31),NA,NA,24,82,0.390243902439024
1,court_init,A18_404,HC,Y,2018_08_04,2,37057,12,8,11,1,5,23422.4,26178,0.249213870879108,cloudy,24.629,67.951,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
1,court_init,A18_354,TLC,N,2018_08_04,2,37146,17,8,11,1,5,74400.5,77156.1,0.378184445526342,sunny,24.629,67.951,Alex,Stock(31),NA,NA,24,82,0.390243902439024
0,approach,A18_404,HC,Y,2018_08_04,2,37184,12,8,11,1,5,110223,115734.1,0.344157963077746,sunny,24.629,67.951,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
0,approach,A18_381,HCx(TLCxHC),Y,2018_08_04,2,37209,14,8,11,1,5,77156.1,88178.4,0.341634340017506,NA,24.629,67.951,Alex,C18_008,NA,line1,24,87,0.35632183908046
1,approach,A18_381,HCx(TLCxHC),Y,2018_08_04,2,37276,14,8,11,1,5,16533.4,18600.1,0.218562843035976,NA,24.629,67.951,Alex,C18_008,NA,line1,24,87,0.35632183908046
0,approach,A18_394,TLCx(TLCxHC),N,2018_08_04,2,37276,13,8,11,1,5,16533.4,18600.1,0.201670833211203,NA,24.629,67.951,Alex,C18_009,NA,line1,24,92,0.369565217391304
1,court_init,A18_404,HC,Y,2018_08_04,2,37284,12,8,11,1,5,16533.4,17911.2,0.201122697213351,cloudy,24.629,67.951,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
0,approach,A18_404,HC,Y,2018_08_04,2,37436,12,8,11,1,5,38578,24800.2,0.282443791779056,sunny,24.629,67.951,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
0,approach,A18_404,HC,Y,2018_08_04,2,37465,12,8,11,1,5,99200.7,16533.4,0.334648440611572,sunny,24.629,67.951,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
1,approach,A18_430,HCx(TLCxHC),Y,2018_08_04,2,37581,8,8,11,1,5,99200.7,104711.8,0.37246906282655,NA,24.629,67.951,Alex,C18_008,NA,line1,24,92,0.358695652173913
0,approach,A18_352,TLC,N,2018_08_04,2,37595,17,8,11,1,5,99200.7,104711.8,0.331892109807353,sunny,24.629,67.951,Alex,Stock(40),NA,NA,24,72,0.458333333333333
1,approach,A18_404,HC,Y,2018_08_04,2,37612,12,8,11,1,5,99200.7,110223,0.372107923192904,sunny,24.629,67.951,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
1,approach,A18_404,HC,Y,2018_08_04,2,37628,12,8,11,1,5,99200.7,110223,0.375932672498904,sunny,24.629,67.951,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
0,approach,A18_340,HCx(TLCxHC),Y,2018_08_04,2,37648,19,8,11,1,5,99200.7,104711.8,0.327832426565016,NA,24.629,67.951,Alex,C18_008,NA,line1,24,89,0.382022471910112
1,approach,A18_361,HCx(TLCxHC),Y,2018_08_04,2,37672,16,8,11,1,5,99200.7,104711.8,0.367415839808633,NA,24.629,67.951,Alex,C18_008,NA,line1,24,91,0.362637362637363
0,approach,A18_352,TLC,N,2018_08_04,2,37722,17,8,11,1,5,99200.7,104711.8,0.32774740278591,sunny,24.629,67.951,Alex,Stock(40),NA,NA,24,72,0.458333333333333
0,approach,A18_352,TLC,N,2018_08_04,2,37741,17,8,11,1,5,99200.7,104711.8,0.328770251879559,sunny,24.629,67.951,Alex,Stock(40),NA,NA,24,72,0.458333333333333
1,approach,A18_404,HC,Y,2018_08_04,2,37784,12,8,11,1,5,99200.7,104711.8,0.371173396779234,sunny,24.629,67.951,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
0,approach,A18_384,HCx(TLCxHC),Y,2018_08_04,2,37806,14,8,11,1,5,99200.7,104711.8,0.334084763227686,NA,24.629,67.951,Alex,C18_008,NA,line1,24,90,0.366666666666667
0,approach,A18_375,HCx(TLCxHC),Y,2018_08_04,2,37835,15,8,11,1,5,99200.7,104711.8,0.334643935819172,NA,24.629,67.951,Alex,C18_008,NA,line1,24,89,0.359550561797753
0,approach,A18_352,TLC,N,2018_08_04,2,37844,17,8,11,1,5,99200.7,104711.8,0.334210376388326,sunny,24.629,67.951,Alex,Stock(40),NA,NA,24,72,0.458333333333333
1,approach,A18_404,HC,Y,2018_08_04,2,37880,12,8,11,1,5,104711.8,104711.8,0.374275576373742,sunny,24.629,67.951,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
0,approach,A18_340,HCx(TLCxHC),Y,2018_08_04,2,37887,19,8,11,1,5,104711.8,104711.8,0.337303633007024,NA,24.629,67.951,Alex,C18_008,NA,line1,24,89,0.382022471910112
0,approach,A18_352,TLC,N,2018_08_04,2,37921,17,8,11,1,5,104711.8,110223,0.337349109114605,sunny,25.598,61.744,Alex,Stock(40),NA,NA,24,72,0.458333333333333
1,approach,A18_355,HC,Y,2018_08_04,2,37958,17,8,11,1,5,104711.8,110223,0.375065483614138,sunny,25.598,61.744,Alex,Stock(25),Old_Stock,NA,24,88,0.340909090909091
0,approach,A18_361,HCx(TLCxHC),Y,2018_08_04,2,37982,16,8,11,1,5,110223,110223,0.342912445105021,NA,25.598,61.744,Alex,C18_008,NA,line1,24,91,0.362637362637363
0,approach,A18_352,TLC,N,2018_08_04,2,38032,17,8,11,1,5,110223,115734.1,0.34201654462434,sunny,25.598,61.744,Alex,Stock(40),NA,NA,24,72,0.458333333333333
0,approach,A18_352,TLC,N,2018_08_04,2,38074,17,8,11,1,5,104711.8,115734.1,0.347346444863382,sunny,25.598,61.744,Alex,Stock(40),NA,NA,24,72,0.458333333333333
0,approach,A18_354,TLC,N,2018_08_04,2,38076,17,8,11,1,5,99200.7,99200.7,0.34221532284274,sunny,25.598,61.744,Alex,Stock(31),NA,NA,24,82,0.390243902439024
1,approach,A18_375,HCx(TLCxHC),Y,2018_08_04,2,38084,15,8,11,1,5,110223,115734.1,0.383650430511797,NA,25.598,61.744,Alex,C18_008,NA,line1,24,89,0.359550561797753
0,approach,A18_352,TLC,N,2018_08_04,2,38097,17,8,11,1,5,110223,115734.1,0.34222161201297,sunny,25.598,61.744,Alex,Stock(40),NA,NA,24,72,0.458333333333333
0,approach,A18_352,TLC,N,2018_08_04,2,38108,17,8,11,1,5,110223,110223,0.343150209437721,sunny,25.598,61.744,Alex,Stock(40),NA,NA,24,72,0.458333333333333
0,approach,A18_354,TLC,N,2018_08_04,2,38125,17,8,11,1,5,110223,110223,0.342073284018825,sunny,25.598,61.744,Alex,Stock(31),NA,NA,24,82,0.390243902439024
0,approach,A18_340,HCx(TLCxHC),Y,2018_08_04,2,38152,19,8,11,1,5,110223,115734.1,0.344583816100303,NA,25.598,61.744,Alex,C18_008,NA,line1,24,89,0.382022471910112
0,approach,A18_354,TLC,N,2018_08_04,2,38155,17,8,11,1,5,115734.1,115734.1,0.345534788518827,sunny,25.598,61.744,Alex,Stock(31),NA,NA,24,82,0.390243902439024
0,court_init,A18_354,TLC,N,2018_08_04,2,38167,17,8,11,1,5,74400.5,85422.8,0.349540221093141,sunny,25.598,61.744,Alex,Stock(31),NA,NA,24,82,0.390243902439024
0,approach,A18_352,TLC,N,2018_08_04,2,38248,17,8,11,1,5,24800.2,26178,0.258818594014628,sunny,25.598,61.744,Alex,Stock(40),NA,NA,24,72,0.458333333333333
0,approach,A18_396,HCx(TLCxHC),Y,2018_08_04,2,38317,13,8,11,1,5,9644.5,11711.2,0.16941928979387,NA,25.598,61.744,Alex,C18_008,NA,line1,24,91,0.362637362637363
1,court_init,A18_383,HCx(TLCxHC),Y,2018_08_04,2,38396,14,8,11,1,5,49600.3,39955.8,0.317820566604493,NA,25.598,61.744,Alex,C18_008,NA,line1,24,87,0.344827586206897
0,approach,A18_382,TLCx(TLCxHC),N,2018_08_04,2,38565,14,8,11,1,5,15155.7,16533.4,0.214424187720177,NA,25.598,61.744,Alex,C18_009,NA,line1,24,89,0.370786516853933
0,approach,A18_352,TLC,N,2018_08_04,2,38810,17,8,11,1,5,115734.1,115734.1,0.374627486134912,sunny,25.963,63.917,Alex,Stock(40),NA,NA,24,72,0.458333333333333
0,approach,A18_404,HC,Y,2018_08_04,2,38851,12,8,11,1,5,115734.1,115734.1,0.374393343442164,sunny,25.963,63.917,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
0,approach,A18_352,TLC,N,2018_08_04,2,38861,17,8,11,1,5,121245.2,115734.1,0.375195979192299,sunny,25.963,63.917,Alex,Stock(40),NA,NA,24,72,0.458333333333333
0,approach,A18_352,TLC,N,2018_08_04,2,38887,17,8,11,1,5,121245.2,121245.2,0.374438754712152,sunny,25.963,63.917,Alex,Stock(40),NA,NA,24,72,0.458333333333333
0,approach,A18_340,HCx(TLCxHC),Y,2018_08_04,2,38888,19,8,11,1,5,121245.2,121245.2,0.378287043095504,NA,25.963,63.917,Alex,C18_008,NA,line1,24,89,0.382022471910112
0,approach,A18_382,TLCx(TLCxHC),N,2018_08_04,2,38925,14,8,11,1,5,126756.4,121245.2,0.37963008174522,NA,25.963,63.917,Alex,C18_009,NA,line1,24,89,0.370786516853933
0,approach,A18_362,HCx(TLCxHC),Y,2018_08_04,2,38926,16,8,11,1,5,115734.1,121245.2,0.379365993845576,NA,25.963,63.917,Alex,C18_008,NA,line1,24,91,0.362637362637363
0,approach,A18_382,TLCx(TLCxHC),N,2018_08_04,2,38959,14,8,11,1,5,28933.5,33066.9,0.3684049247974,NA,25.963,63.917,Alex,C18_009,NA,line1,24,89,0.370786516853933
0,court_init,A18_352,TLC,N,2018_08_04,2,38986,17,8,11,1,5,126756.4,121245.2,0.385741209261138,sunny,25.963,63.917,Alex,Stock(40),NA,NA,24,72,0.458333333333333
1,approach,A18_355,HC,Y,2018_08_04,2,38996,17,8,11,1,5,126756.4,121245.2,0.375163956761276,sunny,25.963,63.917,Alex,Stock(25),Old_Stock,NA,24,88,0.340909090909091
1,approach,A18_375,HCx(TLCxHC),Y,2018_08_04,2,39016,15,8,11,1,5,126756.4,126756.4,0.380053104142643,NA,25.963,63.917,Alex,C18_008,NA,line1,24,89,0.359550561797753
0,approach,A18_384,HCx(TLCxHC),Y,2018_08_04,2,39037,14,8,11,1,5,93689.5,99200.7,0.390774474272883,NA,25.963,63.917,Alex,C18_008,NA,line1,24,90,0.366666666666667
0,approach,A18_375,HCx(TLCxHC),Y,2018_08_04,2,39661,15,8,11,1,5,115734.1,115734.1,0.41271381049779,NA,25.963,63.917,Alex,C18_008,NA,line1,24,89,0.359550561797753
1,approach,A18_355,HC,Y,2018_08_04,2,39663,17,8,11,1,5,121245.2,115734.1,0.382116592918909,sunny,25.963,63.917,Alex,Stock(25),Old_Stock,NA,24,88,0.340909090909091
0,approach,A18_352,TLC,N,2018_08_04,2,39712,17,8,11,1,5,30311.3,30311.3,0.325243363805191,cloudy,25.841,64.689,Alex,Stock(40),NA,NA,24,72,0.458333333333333
1,court_init,A18_383,HCx(TLCxHC),Y,2018_08_04,2,39720,14,8,11,1,5,37200.2,42711.4,0.311717726842806,NA,25.841,64.689,Alex,C18_008,NA,line1,24,87,0.344827586206897
0,approach,A18_354,TLC,N,2018_08_04,2,39763,17,8,11,1,5,28933.5,30311.3,0.328061122995302,cloudy,25.841,64.689,Alex,Stock(31),NA,NA,24,82,0.390243902439024
0,approach,A18_352,TLC,N,2018_08_04,2,39774,17,8,11,1,5,30311.3,35822.5,0.330278813067892,cloudy,25.841,64.689,Alex,Stock(40),NA,NA,24,72,0.458333333333333
1,approach,A18_355,HC,Y,2018_08_04,2,39816,17,8,11,1,5,13089,15155.7,0.201802524043027,cloudy,25.841,64.689,Alex,Stock(25),Old_Stock,NA,24,88,0.340909090909091
0,court_init,A18_352,TLC,N,2018_08_04,2,39879,17,8,11,1,5,13089,14466.8,0.195427984265302,cloudy,25.841,64.689,Alex,Stock(40),NA,NA,24,72,0.458333333333333
1,court_init,A18_383,HCx(TLCxHC),Y,2018_08_04,2,39924,14,8,11,1,5,15844.5,18600.1,0.186105501953969,NA,25.841,64.689,Alex,C18_008,NA,line1,24,87,0.344827586206897
1,court_init,A18_383,HCx(TLCxHC),Y,2018_08_04,2,40098,14,8,11,1,5,17911.2,18600.1,0.214696629088601,NA,25.841,64.689,Alex,C18_008,NA,line1,24,87,0.344827586206897
0,court_init,A18_383,HCx(TLCxHC),Y,2018_08_04,2,40278,14,8,11,1,5,11711.2,13089,0.192178036842184,NA,25.841,64.689,Alex,C18_008,NA,line1,24,87,0.344827586206897
0,court_init,A18_383,HCx(TLCxHC),Y,2018_08_04,2,40965,14,8,11,1,5,14466.8,16533.4,0.239893085059305,NA,25.574,65.312,Alex,C18_008,NA,line1,24,87,0.344827586206897
1,approach,A18_381,HCx(TLCxHC),Y,2018_08_04,2,40973,14,8,11,1,5,11711.2,13777.9,0.197657453885311,NA,25.574,65.312,Alex,C18_008,NA,line1,24,87,0.35632183908046
0,approach,A18_381,HCx(TLCxHC),Y,2018_08_04,2,41368,14,8,11,1,5,12400.1,13089,0.181802928167487,NA,25.574,65.312,Alex,C18_008,NA,line1,24,87,0.35632183908046
0,approach,A18_404,HC,Y,2018_08_04,2,41493,12,8,11,1,5,20666.8,22044.6,0.29042415092613,cloudy,25.574,65.312,Alex,Stock(25),Old_Stock,NA,24,77,0.324675324675325
0,approach,A18_381,HCx(TLCxHC),Y,2018_08_04,2,41494,14,8,11,1,5,20666.8,22044.6,0.292896508478478,NA,25.574,65.312,Alex,C18_008,NA,line1,24,87,0.35632183908046
0,court_init,A18_352,TLC,N,2018_08_04,2,41505,17,8,11,1,5,18600.1,21355.7,0.282219925892405,cloudy,25.113,66.623,Alex,Stock(40),NA,NA,24,72,0.458333333333333
0,approach,A18_352,TLC,N,2018_08_04,2,41536,17,8,11,1,5,17222.3,20666.8,0.27519121381035,cloudy,25.113,66.623,Alex,Stock(40),NA,NA,24,72,0.458333333333333
1,approach,A18_352,TLC,N,2018_08_04,2,41558,17,8,11,1,5,15155.7,18600.1,0.230858653275921,cloudy,25.113,66.623,Alex,Stock(40),NA,NA,24,72,0.458333333333333
0,court_init,A18_427,HCx(TLCxHC),Y,2018_08_04,2,41850,8,8,11,1,5,23422.4,27555.7,0.344353134049721,NA,25.113,66.623,Alex,C18_008,NA,line1,24,91,0.373626373626374
0,approach,A18_354,TLC,N,2018_08_04,2,41851,17,8,11,1,5,23422.4,28933.5,0.344353134049721,cloudy,25.113,66.623,Alex,Stock(31),NA,NA,24,82,0.390243902439024
1,approach,A18_382,TLCx(TLCxHC),N,2018_08_04,2,41893,14,8,11,1,5,26178,35822.5,0.326473999462864,NA,25.113,66.623,Alex,C18_009,NA,line1,24,89,0.370786516853933
0,court_init,A18_354,TLC,N,2018_08_04,2,41957,17,8,11,1,5,26178,44089.2,0.428819866192633,sunny_but_treeshade,25.113,66.623,Alex,Stock(31),NA,NA,24,82,0.390243902439024
0,approach,A18_352,TLC,N,2018_08_04,2,41963,17,8,11,1,5,22044.6,33066.9,0.417120081576024,cloudy,25.113,66.623,Alex,Stock(40),NA,NA,24,72,0.458333333333333
1,approach,A18_360,TLCx(TLCxHC),N,2018_08_04,2,41965,16,8,11,1,5,20666.8,31689.1,0.311636378274259,NA,25.113,66.623,Alex,C18_009,NA,line1,24,91,0.351648351648352
1,approach,A18_396,HCx(TLCxHC),Y,2018_08_04,2,42004,13,8,11,1,5,4305.6,8266.7,0.231030882759248,NA,25.113,66.623,Alex,C18_008,NA,line1,24,91,0.362637362637363
1,approach,A18_384,HCx(TLCxHC),Y,2018_08_04,2,42032,14,8,11,1,5,13089,5166.7,0.208756273859236,NA,25.113,66.623,Alex,C18_008,NA,line1,24,90,0.366666666666667
1,approach,A18_360,TLCx(TLCxHC),N,2018_08_04,2,42236,16,8,11,1,5,10333.4,2583.4,0.165467914747431,NA,25.113,66.623,Alex,C18_009,NA,line1,24,91,0.351648351648352
1,approach,A18_362,HCx(TLCxHC),Y,2018_08_04,2,42237,16,8,11,1,5,10333.4,2497.2,0.165394236860724,NA,25.113,66.623,Alex,C18_008,NA,line1,24,91,0.362637362637363
0,approach,A18_427,HCx(TLCxHC),Y,2018_08_04,2,42485,8,8,11,1,5,9300.1,10333.4,0.149697028094304,NA,24.726,66.887,Alex,C18_008,NA,line1,24,91,0.373626373626374
0,court_init,A18_355,HC,Y,2018_08_04,2,42754,17,8,11,1,5,10677.8,12400.1,0.180459583726832,cloudy,24.726,66.887,Alex,Stock(25),Old_Stock,NA,24,88,0.340909090909091
1,approach,A18_354,TLC,N,2018_08_04,3,43932,17,8,11,3,1,19977.9,27555.7,0.521183267192221,sunny_but_treeshade,24.436,66.896,Alex,Stock(31),NA,NA,24,19,0.473684210526316
0,approach,A18_382,TLCx(TLCxHC),N,2018_08_04,3,43936,14,8,11,3,1,18600.1,26178,0.435276495452813,NA,24.436,66.896,Alex,C18_009,NA,line1,24,17,0.529411764705882
1,approach,A18_382,TLCx(TLCxHC),N,2018_08_04,3,44015,14,8,11,3,1,20666.8,27555.7,0.451675584561847,NA,24.436,66.896,Alex,C18_009,NA,line1,24,17,0.529411764705882
0,approach,A18_382,TLCx(TLCxHC),N,2018_08_04,3,44019,14,8,11,3,1,20666.8,30311.3,0.465723159817469,NA,24.436,66.896,Alex,C18_009,NA,line1,24,17,0.529411764705882
0,approach,A18_362,HCx(TLCxHC),Y,2018_08_04,3,44966,16,8,11,3,1,11022.3,10333.4,0.273789669041837,NA,24.484,66.514,Alex,C18_008,NA,line1,24,17,0.529411764705882
0,approach,A18_340,HCx(TLCxHC),Y,2018_08_04,3,45185,19,8,11,3,1,11022.3,10333.4,0.254476708000394,NA,24.581,65.082,Alex,C18_008,NA,line1,24,19,0.526315789473684
0,approach,A18_404,HC,Y,2018_08_04,3,45186,12,8,11,3,1,11022.3,10333.4,0.25375604959666,cloudy,24.581,65.082,Alex,Stock(25),Old_Stock,NA,24,17,0.588235294117647
0,approach,A18_362,HCx(TLCxHC),Y,2018_08_04,3,45186,16,8,11,3,1,11022.3,10333.4,0.25375604959666,NA,24.581,65.082,Alex,C18_008,NA,line1,24,17,0.529411764705882
0,approach,A18_404,HC,Y,2018_08_04,3,45258,12,8,11,3,1,14466.8,12400.1,0.291085257745397,cloudy,24.581,65.082,Alex,Stock(25),Old_Stock,NA,24,17,0.588235294117647
1,approach,A18_355,HC,Y,2018_08_04,3,45354,17,8,11,3,1,17911.2,15844.5,0.355747748344923,cloudy,24.581,65.082,Alex,Stock(25),Old_Stock,NA,24,18,0.5
1,approach,A18_362,HCx(TLCxHC),Y,2018_08_04,3,45354,16,8,11,3,1,17911.2,15844.5,0.355747748344923,NA,24.581,65.082,Alex,C18_008,NA,line1,24,17,0.529411764705882
0,approach,A18_404,HC,Y,2018_08_04,3,45527,12,8,11,3,1,22044.6,22044.6,0.445701873660586,cloudy,24.581,65.082,Alex,Stock(25),Old_Stock,NA,24,17,0.588235294117647
1,court_init,A18_395,HCx(TLCxHC),Y,2018_08_04,3,45706,13,8,11,3,1,23422.4,21355.7,0.453702437715233,NA,24.581,65.082,Alex,C18_008,NA,line1,24,19,0.473684210526316
1,court_init,A18_360,TLCx(TLCxHC),N,2018_08_04,3,45709,16,8,11,3,1,23422.4,22044.6,0.457604717054017,NA,24.581,65.082,Alex,C18_009,NA,line1,24,17,0.411764705882353
1,approach,A18_360,TLCx(TLCxHC),N,2018_08_04,3,45947,16,8,11,3,1,12400.1,11711.2,0.327994052556865,NA,24.581,65.082,Alex,C18_009,NA,line1,24,17,0.411764705882353
1,court_init,A18_361,HCx(TLCxHC),Y,2018_08_04,3,46023,16,8,11,3,1,9644.5,8611.2,0.267237166696335,NA,24.702,63.524,Alex,C18_008,NA,line1,24,19,0.473684210526316
0,approach,A18_355,HC,Y,2018_08_04,3,46145,17,8,11,3,1,8611.2,8266.7,0.220889334725978,cloudy,24.702,63.524,Alex,Stock(25),Old_Stock,NA,24,18,0.5
0,approach,A18_396,HCx(TLCxHC),Y,2018_08_04,3,46714,13,8,11,3,1,12400.1,11711.2,0.288702498654181,NA,24.702,63.524,Alex,C18_008,NA,line1,24,19,0.526315789473684
1,approach,A18_381,HCx(TLCxHC),Y,2018_08_04,3,46889,14,8,11,3,1,8266.7,7577.8,0.23080993404953,NA,24.702,63.524,Alex,C18_008,NA,line1,24,19,0.473684210526316
1,approach,A18_360,TLCx(TLCxHC),N,2018_08_04,3,47332,16,8,11,3,1,6544.5,4822.3,0.183327124862171,NA,24.726,66.043,Alex,C18_009,NA,line1,24,17,0.411764705882353
0,approach,A18_422,HCx(TLCxHC),Y,2018_08_06,1,30751,11,4,5,3,2,13089,14466.8,0.36266852017155,NA,27.604,46.913,Sebas,C18_016,NA,line1,24,71,0.690140845070423
0,approach,A18_354,TLC,N,2018_08_06,1,31869,19,4,5,3,2,63378.2,39955.8,0.395693733540085,sunny_but_treeshade,28.593,35,Sebas,Stock(31),NA,NA,24,69,0.695652173913043
0,approach,A18_354,TLC,N,2018_08_06,1,31884,19,4,5,3,2,63378.2,42711.4,0.397000067783023,sunny_but_treeshade,28.593,35,Sebas,Stock(31),NA,NA,24,69,0.695652173913043
1,approach,A18_354,TLC,N,2018_08_06,1,32149,19,4,5,3,2,66133.8,41333.6,0.362458645192669,sunny_but_treeshade,28.593,35,Sebas,Stock(31),NA,NA,24,69,0.695652173913043
1,approach,A18_362,HCx(TLCxHC),Y,2018_08_06,1,32291,18,4,5,3,2,39955.8,39955.8,0.356805259813871,NA,28.593,35,Sebas,C18_008,NA,line1,24,65,0.646153846153846
0,court_init,A18_395,HCx(TLCxHC),Y,2018_08_06,1,32631,15,4,5,3,2,10677.8,31689.1,0.379579166181124,NA,29.24,33.236,Sebas,C18_008,NA,line1,24,71,0.690140845070423
0,approach,A18_422,HCx(TLCxHC),Y,2018_08_06,1,32795,11,4,5,3,2,9644.5,15844.5,0.37707587747487,NA,29.24,33.236,Sebas,C18_016,NA,line1,24,71,0.690140845070423
1,court_init,A18_430,HCx(TLCxHC),Y,2018_08_06,1,32967,10,4,5,3,2,10333.4,16533.4,0.350058809850796,NA,29.24,33.236,Sebas,C18_008,NA,line1,24,67,0.656716417910448
1,approach,A18_360,TLCx(TLCxHC),N,2018_08_06,1,32974,18,4,5,3,2,10333.4,17911.2,0.349608025544219,NA,29.24,33.236,Sebas,C18_009,NA,line1,24,72,0.666666666666667
0,court_init,A18_354,TLC,N,2018_08_06,1,32999,19,4,5,3,2,10333.4,15844.5,0.37538663629728,sunny,29.24,33.236,Sebas,Stock(31),NA,NA,24,69,0.695652173913043
